sen1_origin_id,sentence1,sen1_paraphrase0,sen1_paraphrase1,sen1_paraphrase2,sen1_task,sen2_origin_id,sentence2,sen2_paraphrase0,sen2_task
RTE1_dev.column_s1_1953,The latest attacks targeted the U-S embassy and a top prosecutor 's office in the Uzbek capital .,The latest attacks targetted the U.S embassy and a top prosecutor's office in the Uzbek capital.,The latest attacks targetted the U-S embassy and a top prosecutor's office in the Uzbek capital.,"The latest attacks targeted the U-S embassy and a top office of the uzbek capital, the Uzbek capital.",CD,RTE3_dev.column_s1_796,"Confident that those grading papers would understand answers written in text-speak , Haque stressed that in some exams , including English , text abbreviations would be penalized .","Confident that those that wrote the scores would understand answers written in text language, Haque stressed that text abbreviations would be penalized in some exams, including English.",SUM
RTE3_dev.column_s1_559,"The recovery of the capsule , which carried astronaut Virgil `` Gus '' Grissom on a brief suborbital flight on July 21 , 1961 , took place on the 30 th anniversary of mankind 's first moon landing .","The recovery of the capsule, which carried astronaut Virgil  Gus '' Grissom on a short suborbital flight on July 21, 1961, took place on the 30th anniversary of mankind's first moon landing.",The recovery of the capsule that carried astronaut Virgil  Gus '' Grissom on a brief suborbital flight on 21 July 1961 took place on the 30th anniversary of the first lunar landing of mankind.,"The recovery of the capsule, which had astronaut Virgil  Gus '' Grissom on a brief suborbital flight on July 21, 1961 carried off on the 30th anniversary of mankind's first lunar landing.",QA,RTE1_dev.column_s1_12,Oracle had fought to keep the forms from being released,Oracle had fought against the form from being released.,IR
RTE3_dev.column_s1_532,"Romania currently supplies one of the world 's largest contingents of troops in Iraq , with nearly 1000 people .","Romania currently supplies one of the world's largest contingents of troops to Iraq, with nearly 1000 people.","Romania supplies one of the largest contingents of troops in Iraq with nearly 1000 people, which is currently one of the world's largest.",Romania presently supplies one of the world's largest contingents of troops in Iraq with nearly 1000 people.,QA,RTE1_dev.column_s1_712,"To the south of Castle Hill rises the higher Gellert Hill ( 771 feet ) , a steep limestone escarpment overlooking the Danube , which provides a panoramic view of the whole city .","To the south of Castle Hill is Gellert Hill, a steep limestone escarpment overlooking the Danube that provides a panoramic view of the whole city.",CD
RTE2_dev.column_s1_242,"The probe looked into the October 2000 shooting-deaths of 13 Arabs , during violent demonstrations in northern Israel that erupted days after the start of a Palestinian uprising .","The probe looked at the September 2000 shooting deaths of 13 Arabs in October 2000 during violent demonstrations in northern Israel, that erupted days after the beginning of a Palestinian uprising.",The probe looked at the October 2000 shooting deaths of 13 Arabs during violent demonstrations in northern Israel that broke out days after the start of a Palestinian uprising.,"The probe looked into the September 2000 shooting deaths of 13 Arabs during violent demonstrations in northern Israel, which erupted days after the beginning of a Palestinian revolt in October 2000.",SUM,RTE3_dev.column_s1_746,The Democrats ' success in the 2006 elections means changes at the top in the House and Senate .,The Democratic victory in the 2006 election means that there are changes at the top in the House and Senate.,SUM
RTE2_dev.column_s1_19,"Professional computer hackers from the secret services were brought into attempt to hack into the Government 's internal secure communicationssystem , which was launched today .",Professional computer hackers from the secret service were brought into a attempt to hack into the government's internal secure communications system which was launched today.,"Professional computer hackers from secret service were brought into the attempt to hack into the government's internal'ssecure communications system, which was launched today.","Professional computer hackers from the secret services were brought into the effort to hack into the Government's internal secure communications system, which was launched today.",IR,RTE3_dev.column_s1_410,"Bush and his wife , Laura , departed the White House on Thursday afternoon to spend four days at the wooded presidential retreat of rustic cabins in the Maryland mountains . Along with the first lady 's mother , Jenna Welch , the weekend gathering includes the president 's parents , former President George H.W. Bush and his wife , Barbara ; his sister Doro Koch and her husband , Bobby ; and his brother , Marvin , and his wife , Margaret .","Along with the first lady's mother, Jenna Welch, the day-long event includes the president's parents, former president George H.W. Bush and his wife Barbara, his sister Doro Koch and her husband Bobby, and his brother Marvin and his wife Margaret.",QA
RTE1_dev.column_s1_946,Metropolitan police personnel specializing in explosives defused the rockets . Some 100 people were working inside the plant .,The explosives were defused by Metropolitan police specialized in explosives. About 100 people were working in the plant.,An explosives specialty team of Metropolitan Police defused the rockets around 100 people were working inside the plant.,"The Metropolitan Police, specially trained in explosives, defused the rockets. Around 100 people were working inside the plant.",IE,RTE3_dev.column_s1_247,"Ebola haemorrhagic fever is a fatal disease caused by a new virus which has no known cure . When a new epidemic was detected in Zaire in the spring of 1995 , it was widely perceived as a threat to the West . Public attention was intense .",When a new epidemic in Zaire was detected in the spring of 1995 it was widely perceived as a threat to the West. Public attention was intense.,IR
RTE1_dev.column_s1_273,"Cedras , Biamby , and Francois also led the 1991 coup that drove Aristide , Haiti 's first democratically elected president , from office","Lembet was also a figure of Cedras, Biamby, and Francois in 1991. His leadership also led the coup that Aristide, Haiti's first democratically elected president, sacked from office.","Cedras, Biamby, and Francois also led the coup of 1991, which has led Aristide, Haiti's first democratically elected president, from office.","Cedras, Biamby and Francois also led the coup d  id  of 1991, which pushed Aristide, Haiti's first democratically elected president, out of office.",IE,RTE1_dev.column_s1_162,Vodafone 's share of net new subscribers in Japan has dwindled in recent months .,"In recent months, Vodafone's share of the Net New Subscribers aint in Japan has dwindled in Japan.",RC
RTE1_dev.column_s1_803,"Because of Reagan 's economic strategy , the federal budget deficit ballooned .","Due to Reagan's economic strategy, the federal budget deficit exploded.","Because of Reagan's economic strategy, the federal deficit ballooned.","Because of Reagan's economic strategy, the federal budget deficit ballooned.",CD,RTE3_dev.column_s1_131,"Animals are permitted to enter the UK 6 months later without quarantine as long as they have been treated for ticks , fleas and tapeworms between 24 and 48 hours before boarding the transport that will return the pets to the UK .","Animals are allowed to enter the UK 6 months later without quarantine as long as they have been treated for ticks, fleas and tapeworms between 24 and 48 hours before being re-transported to the UK.",IE
RTE1_dev.column_s1_2100,Greenspan 's stance has underpinned predictions the Fed will raise rates steadily this year .,Greenspan's position on Fed has underpinned predictions that the Fed will raise rates steadily this year.,Greenspan's stance has underpinned predictions that the Fed will increase rates steadily this year.,Greenspan's position has underpinned predictions that the Fed will raise rates steadily this year.,MT,RTE1_dev.column_s1_143,"U.S. forces have been engaged in intense fighting after insurgents launched simultaneous attacks in several Iraqi cities , including Fallujah and Baqubah .",Insurgents launched simultaneous attacks on several Iraqi cities including Fallujah and Baqubah in intense fighting.,RC
RTE3_dev.column_s1_291,"LISBON , Jan. 22 ( Xinhuanet ) - Anibal Cavaco Silva , a former prime minister , won Portugal 's presidential election on Sunday .","Anibal Cavaco Silva, a former Portuguese prime minister, won the presidential election on Sunday in Portugal.","Anibal Cavaco Silva, a former prime minister, won Portugal's presidential election on Sunday.","Anibal Cavaco Silva, the former Premier of Portugal, won the presidential election on Sunday.",IR,RTE3_dev.column_s1_225,"Between March and June , scientific observers say , up to 300,000 seals are killed . In Canada , seal-hunting means jobs , but opponents say it is vicious and endangers the species , also threatened by global warming .","Between March and June, scientific observers say, up to 300,000 seals are killed, but opponents say seal hunting is vicious and endangering the species, also threatened by global warming.",IR
RTE1_dev.column_s2_177,Microsoft wo n't offer increased storage to its users .,Microsoft does not offer to its users increased storage.,Microsoft will not provide increased storage to its users.,"Microsoft, for no reason, does not offer increased storage to its users.",RC,RTE3_dev.column_s1_132,The president Cristiani spoke today at the El Salvador military airport before he left for Costa Rica to attend the inauguration ceremony of president-elect Rafael Calderon Fournier .,The president of Cristiani spoke today at the El Salvador military airport before leaving Costa Rica to attend the inauguration of the President Elect Rafael Calderon Fournier.,IE
RTE3_dev.column_s2_307,Nuclear Power Plant of Sosnovyi Bor suffers an emergency shut down .,Nuclear power plant Sosnovyi Bor suffered a shutdown emergency.,Sosnovyi Bor Nuclear Power Plant suffers an emergency shutdown.,The nuclear power plant of Sosnovyi Bor suffers a serious emergency shut down.,IR,RTE3_dev.column_s1_259,"First Canadian and then Dutch peacekeepers were deployed in Srebrenica . Seven hundred and fifty lightly armed UN peace-keepers were responsible for disarming Srebrenica 's Muslim defenders and `` deterring '' Bosnian Serb attacks against the safe area . Two years later , a Serb flag flew where the UN 's once did and 7,079 Muslim men were missing .","Seven hundred and fifty lightly armed UN peacekeepers were responsible for disarming Srebrenica's Muslim defenders and  deterring '' Bosnian Serb attacks on the safe area. Two years later a Serb flag flew where the UN once did and 7,079 Muslim men were missing.",IR
RTE1_dev.column_s2_178,Microsoft will provide free anti-virus protection .,Microsoft will provide free anti-virus protection to users.,Microsoft will provide free anti-virus protection free of charge.,Microsoft will offer free anti-virus protection.,RC,RTE3_dev.column_s1_388,"Two of Japan 's biggest financial institutions on Friday announced plans to merge and create the world 's largest bank , underscoring growing sentiments that the country 's long troubled banking system has significantly improved .","Two of Japan's biggest financial institutions announced plans on Friday to merge and create the world's largest bank, underscoring growing sentiments that the country's long-thrilled bank system has substantially improved.",IR
RTE3_dev.column_s2_294,Mental health problems increase in the young .,Mental health problems increase in young people.,Mental health problems increase among the young.,Mental health problems increases in young people.,IR,RTE1_dev.column_s1_562,"The two attacks last week by the Islamic Resistance Movement , as Hamas is formally known , dramatized for both Israelis and Palestinians the dangers they face in pursuing peaceful coexistence .","The two attacks by the Islamic Resistance Movement, as Hamas is officially known, last week dramatized the dangers facing both Israelis and Palestinians when seeking peaceful coexistence.",QA
RTE3_dev.column_s2_120,New elections in Cte d 'Ivoire will take place on July 14 .,"On 14 July, new elections will take place in Côte d'Ivoire.","On July 14, the new elections in Cte d'Ivoire will take place.","On 14 July, new elections will take place in the Côte d'Ivoire.",IE,RTE1_dev.column_s1_73,There are discussions in California and Arizona to allow illegal aliens to have driver 's licenses .,There are discussions in California and Arizona to permit illegal aliens to have driver's licenses.,IR
RTE3_dev.column_s2_440,The catastrophe at Chernobyl happened in 1986 .,The Chernobyl - catastrophe was in 1986.,"In 1986, the disaster at Chernobyl happened.",The Chernobyl catastrophe took place in 1986.,QA,RTE3_dev.column_s1_53,"The chapters voluntarily transferred their right of electing the bishop to Emperor Charles V , and Pope Clement VII gave his consent to these proceedings .","The chapters gave themselves voluntarily the right to elect the bishop to Emperor Charles V, and Pope Clement VII gave his consent to these proceedings.",IE
RTE1_dev.column_s2_173,Some of the gunmen showed loyalty to Baquba 's group .,Some of the gunmen shown loyalty to Baquba's group.,Several of the gunmen showed loyalty to Baquba's group.,Some of the gunmen's loyalties to Baquba's group showed.,RC,RTE3_dev.column_s1_642,Philip Morris said it sold 201 bn cigarettes world-wide during the quarter .,Philip Morris said that in the fourth quarter it sold 201 bn cigarettes around the world.,SUM
RTE3_dev.column_s2_409,The name of George H.W. Bush 's wife is Barbara .,The name of George H.W. Bush's wife is Barbara.,The name of George H. W. Bush's wife is Barbara.,George W. Bush's wife's name is Barbara.,QA,RTE3_dev.column_s1_265,"Fujimori charged that on January 26 , 1995 , Ecuador fired the first shot , an allegation denied by Ecuador 's leader , Sixto Duran-Ballen . Predictably , each side blamed the other for starting the 1995 conflict , just as each pointed the finger of guilt to the other for provoking the border war of 1941 , when Peru took most of the 120,000 square miles in contention between the two countries .","Predictably, each side blamed the other for starting the conflict of 1995, just as each pointed the finger of guilt towards the other for provoking the 1941 border war when Peru took most of the 120,000 square miles in conflict between the two countries.",IR
RTE3_dev.column_s2_431,Titan is the fifteenth of Saturn 's known satellites .,Titan is the fifteenth known Saturn satellite.,Titan is the fifteenth of Saturn's known satellites.,Titan is the fifteenth known satellite of Saturn.,QA,RTE3_dev.column_s1_544,"When the Berlin Wall fell in early November , 1989 Berlin 's east and west sections were rejoined to create the third-largest city in Europe , with a population of about 3 million .","When the Berlin Wall fell in early November 1989, Berlin's east and west sections were merged to create the third largest city in Europe, with a population of around 3 million.",QA
RTE3_dev.column_s2_540,"Kailash Satyarthi , India 's leading opponent of child labour .","Kailash Satyarthi, India's leading opponent of child labour, is India's leading opponent.","Kailash Satyarthi, India's leading opposition to child labour, is India's leading opponent.","Kailash Satyarthi, India's leading opponent of child labour, is India's leading opponent of child labour.",QA,RTE3_dev.column_s1_33,"As leaders gather in Argentina ahead of this weekends regional talks , Hugo Chvez , Venezuela 's populist president , is using an energy windfall to win friends and promote his vision of 21 st-century socialism .","As leaders gather in Argentina ahead of this weekend regional talks, Hugo Chvez, Venezuela's populist President, is using an energy windfall to win friends and promote his vision of 21st century socialism.",IE
RTE1_dev.column_s2_589,Clinton 's wife is called Hillary Rodham Clinton .,Clinton's wife is called Hillary Rodham Clinton.,Clinton's wife is named Hillary Rodham Clinton.,Hillary Clinton's wife is called Hillary Rodham Clinton.,QA,RTE3_dev.column_s1_456,"On August 6 , 1945 the atomic bomb was dropped on the Japanese city of Hiroshima . The Enola Gay , piloted by Colonel Tibbetts , was chosen to make the mission . The mission was recorded as successful by Capt. William S. Parson at 9 : 20 A.M .","On 6 August 1945, a atomic bomb was dropped on the Japanese town of Hiroshima. Pilot Enola Gay, piloted by Colonel Tibbetts, was selected to make the mission and was recorded as successful by Capt. William S. Parson at 9:20 A.M.",QA
RTE3_dev.column_s2_502,Mohammad Khalifa 's father-in-law is Osama Bin Laden .,Osama Bin Laden is Mohammad Khalifa's father-in-law.,Osama bin Laden's father in law is Mohammad Khalifa.,Osama Bin Laden is Osama Khalifa's father-in-law.,QA,RTE3_dev.column_s1_613,"Art experts said on Monday , that there was an astounding haul from Boston 's Gardner Museum - possibly the biggest art theft in US history .",Art experts said on Monday there was an astounding haul from Boston's Gardner Museum - perhaps the largest art theft in US history.,SUM
RTE3_dev.column_s2_249,The women 's ten thousand metres champion is from Mozambique .,The female winner of the ten thousand meters is from Mozambique.,The five-time women champion of ten thousand metres is from Mozambique.,"The champion, ten thousand meters, is from Mozambique.",IR,RTE1_dev.column_s1_65,Coal company stocks got a lift Monday morning after an article in Barron 's said the industry was benefiting from soaring natural gas prices and the advent of new power plants that emit less pollution .,A soaring natural gas price and the advent of new energy plants that emit less pollution were lifting coal stocks on Monday morning.,IR
RTE1_dev.column_s2_86,African polio outbreak feared,African polio epidemic feared to be the worst Africa.,The African polio outbreak is feared.,Feared African outbreak of polio in Africa.,IR,RTE1_dev.column_s1_62,Green cards are becoming more difficult to obtain .,Green cards are becoming harder to obtain.,IR
RTE3_dev.column_s2_393,The merger of Japanese Banks creates the world 's biggest bank .,"The merger of Japanese banks, The World's largest bank, creates the largest.",The merger of Japanese banks creates the largest bank in the world.,The merging of Japanese banks creates the biggest bank in the world.,IR,RTE3_dev.column_s1_217,"Arlene Blum is a legendary trailblazer by any measure . Defying the climbing establishment of the 1970 s , she led the first teams of women on successful ascents of Mt . McKinley and Annapurna , and was the first American woman to attempt Mt . Everest . In her long , adventurous career , she has played a leading role in more than twenty expeditions and forged a place for women in the perilous arena of high-altitude mountaineering .","Arlene Blum is a legendary trailblazer who, by any measure, set the first teams of women on successful climbs of Mt. McKinley and Annapurna and was the first American woman to climb Mt. Everest. In her long, adventurous career she has played a leading role in more than twenty expeditions and forged a place for women in the dangerous arena of mountaineering.",IR
RTE3_dev.column_s2_297,50 th Anniversary of Normandy Landings lasts a year .,A year past the 50th anniversary of Normandy Landings., One year   the 50 th anniversary of Normandy Landings lasts.,50th anniversary of Normandy Landings lasts a year.,IR,RTE3_dev.column_s1_61,"In addition to establishing the electoral commission , the laws also concern nationality , a contentious issue since citizenship laws were tightened to exclude one of Gbagbo 's main competitors from the 2000 presidential race , former prime minister Alassane Ouattara .","The laws also address nationality, a contentious issue since citizenship laws were tightened to exclude one of Gbagbo's biggest competitors from the presidential race of 2000, former Prime Minister Alassane Ouattara.",IE
RTE3_dev.column_s2_296,The women 's ten thousand metres champion is from Mozambique .,The world champion in ten thousand meter is from Mozambique.,The champion's ten thousand metres is from Mozambique.,The women's ten thousand meter champion is from Mozambique.,IR,RTE3_dev.column_s1_103,"There is no way Marlowe could legally leave Italy , especially after an arrest warrant has been issued for him by the authorities . Assisted by Zaleshoff , he succeeds in making his escape from Milan .","There is no way Marlowe could legally leave Italy, especially after an arrest warrant for him by the authorities. Assisted by Zaleshoff, he succeeded in escaping Milan.",IE
RTE3_dev.column_s2_432,Klaus Pohl is one of Germany 's most performed dramatists .,Klaus Pohl is one of Germany's most performing dramatists.,Klaus Pohl is one of the most popular dramatists in Germany.,Klaus Pohl is one of Germany's most produced dramatists.,QA,RTE3_dev.column_s1_324,"Russia does n't excel in auto manufacturing , but it is tops in other areas . The country 's great wealth in oil , natural gas , and metals , in addition to generating revenue for the government , is creating a new middle class that craves European , Japanese and American cars .","In Russia, Russia does not excel in auto manufacturing, but it is top in other areas : the country's great wealth in oil, natural gas and metals create a new middle class that seeks European, Japanese, and American cars, in addition to earning revenue for the government.",IR
RTE1_dev.column_s2_712,"To the south is Gellert Hill , which features the 19 th-century Citadel .","To the south is Gellert Hill, which features the 19th-century citadel.","To the south is Gellert Hill, which is home to the Citadel of the 19th century.","To the south is Gellert Hill, which overlooks the 19th-century Citadel.",CD,RTE3_dev.column_s1_238,"COLOMBO ( Reuters ) - At least five people were killed and 11 wounded when a suspected Tamil Tiger suicide bomber blew herself up inside a police station in the Sri Lankan capital on Wednesday , shattering more than two years of relative peace .","At least five people were killed and 11 injured when a suspected Tamil Tiger suicide bomber blew himself up inside a police station in the capital, destroying a relative peace for more than two years.",IR
RTE1_dev.column_s2_163,There is a new U. S. law that bans e-mail .,There is a new U.S. law that banned e-mail.,There is a new U.S. law that bans e-mail.,"There is a new U.S. law, which prohibits electronic mail.",RC,RTE2_dev.column_s1_193,The use of aspirin ( acetylsalicylic acid ) in single doses should not pose any significant risks to the suckling infant .,The use of aspirin ( acetylsalicylic acid ) in single doses should not pose any significant risks for the baby.,IR
RTE2_dev.column_s2_509,The US labelled North Korea part of an ' axis of evil ' .,The US labelled North Korea part of an'axis of evil ''.,North Korea labelled the US part of an'axis of evil '' North Korea.,The US labeled North Korea part of an'axis of evil '.,SUM,RTE3_dev.column_s1_251,"Estimates vary widely , but it is believed there are up to 100 million children toiling in homes , factories , shops , fields , brothels and on the streets of rural and urban India .","Estimates vary widely, but it is believed that up to 100 million children work in the homes, factories, shops, fields, brothels and in rural and urban India.",IR
RTE3_dev.column_s2_259,Dutch photos of Srebrenica have disappeared .,Dutch photos of Srebrenica have disappeared from Dutch camera phones.,Dutch photographs of Srebrenica have disappeared.,Dutch photos of Srebrenica have disappeared from the Dutch media.,IR,RTE3_dev.column_s1_107,"Since joining the Key to the Cure campaign three years ago , Mercedes-Benz has donated over $ 2 million toward finding new detection methods , treatments and cures for women 's cancers .","Mercedes-Benz donated more than $ 2 million to the finding of new detection methods, treatments and cures for women's cancers since joining Key to Cure campaign three years ago.",IE
RTE3_dev.column_s2_388,The merger of Japanese Banks creates the world 's biggest bank .,The merger of Japanese banks creates the world's biggest bank.,The merger of Japanese banks created the world's biggest bank.,The merger of Japanese banks creates the world's largest bank.,IR,RTE2_dev.column_s1_3,"ECB spokeswoman , Regina Schueller , declined to comment on a report in Italy 's La Repubblica newspaper that the ECB council will discuss Mr. Fazio 's role in the takeover fight at its Sept. 15 meeting .","Regina Schueller, ECB spokeswoman, declined to comment on a report published in Italy's newspaper La Repubblica that the ECB Council will discuss Mr. Fazio's role in the takeover debate at its meeting on September 15.",IE
RTE1_dev.column_s2_144,Ghazi al-Yawar is Iraq 's new president .,Iraq's new president Ghazi al-Yawar is Iraq's president.,Ghazi al-Yawar is the new president of Iraq.,Ghazi al-Yawar is Iraq's new president.,RC,RTE3_dev.column_s1_169,"The pet passport is a pink A 4 sheet which contains the microchip number and certification that the dog has a rabies vaccination , and needs to be signed by a veterinary surgeon who has LVI status . The passport is not to be confused with the much smaller purple folder routinely issued by vets which records the complete vaccination history of the pet .",The pet passport is a pink A 4 sheet that contains the microchip number and certificate that the dog has a rabies vaccination. The passport should not be confused with the much smaller purple folder typically issued by vets which provides the complete vaccination history of the pet.,IE
RTE3_dev.column_s2_326,Seal-hunting endangers species .,Seal-hunting endangered species of seal.,Seal-hunting endangering species endangering species.,Seal-hunting endangered species.,IR,RTE3_dev.column_s1_545,Rolf Ekeus the Swedish diplomat who chairs the commission said that while Baghdad had been cooperative in helping his panel establish procedures for monitoring and verifying the weapons destruction it is unclear how the Iraqis will react once the system is in operation .,"Sweden's diplomat Rolf Ekeus, who is chair of the commission, said that while Baghdad had cooperated in helping to set procedures for monitoring and verification of weapons destruction, it is unclear how the Iraqis will react once the system is in operation.",QA
RTE1_dev.column_s2_73,California driver 's licenses granted to illegal immigrants .,Licenses granted to illegal immigrants are granted to California driver's licenses.,California Driver's licenses granted to illegal immigrants to California.,California drivers licenses granted to illegal immigrants.,IR,RTE3_dev.column_s1_188,"White supported Gough Whitlam 's Labor government of 1972 to 1975 , and after Whitlam was ousted in the 1975 constitutional crisis , became particularly anti-royalist .","White supported Gough Whitlam's Labor Government of 1972 - 1975, and became particularly anti-royalist after Whitlam was removed from the 1975 Constitutional Crisis.",IE
RTE1_dev.column_s2_140,A body has been found by U. S. military police .,A body was found by US military police.,A body found by U.S. Military Police has been found.,A body has been found by U.S. military police.,RC,RTE2_dev.column_s1_800,World leaders expressed concern on Thursday that North Korea will quit six-party nuclear disarmament talks and will bolster its nuclear weapons arsenal .,"On Thursday, World leaders expressed concern that North Korea will abandon the six-part nuclear disarmament talks and will boost its nuclear weapons arsenal.",SUM
RTE1_dev.column_s2_80,Private spaceship launches .,Private launches of Spaceships private spaceship launches.,Private spaceship launches are underway.,Private Spaceship launches are being carried out.,IR,RTE3_dev.column_s1_26,"The Prime Minister of Spain Zapatero visited Brazil , Argentina , Chile and Uruguay recently , in a effort to build a left axis in South America . The cited countries ' South American Presidents agreed to collaborate at international level , particularly in the United Nations , European Union and with Paris , Berlin and Madrid .","The Prime Minister of Spain, Zapatero, visited recent Brazil, Argentina, Chile, and Uruguay to build an island in the South America. South American Presidents agreed to collaborate on international level, especially in the United Nations, Europe and with Paris, Berlin and Madrid.",IE
RTE2_dev.column_s2_3,Regina Shueller works for Italy 's La Repubblica newspaper .,Regina Shueller works for the La Repubblica newspaper in Italy.,Regina Shueller works for Italy's La Repubblica newspaper.,Regina Shueller works for Italy's newspaper La Repubblica.,IE,RTE3_dev.column_s1_515,The Norwegian newspaper Dagbladet printed an article about the `` intolerance page '' .,The Norwegian newspaper Dagbladet published an article on the  Intolerant Page ''.,QA
RTE3_dev.column_s2_188,White assisted the Labor government from 1972 to 1975 .,White was employed by the Labor Government from 1972 to 1975.,White assisted Labor's government from 1972 until 1975.,"From 1972 to 1975, White White worked with the Labor Government.",IE,RTE1_dev.column_s1_675,Jakarta floods easily during the rainy season .,"In a rainy season, Jakarta floods easily.",CD
RTE3_dev.column_s2_279,The EU partially refuses commission candidates .,The EU partially rejects candidates for the commission.,The EU partially rejected Commission - Candidates.,The EU partially rejects commission candidates.,IR,RTE1_dev.column_s1_66,The Royal Navy servicemen being held captive by Iran are expected to be freed today .,"The servicemen of the Royal Navy, held captive by Iran, will be freed today.",IR
RTE1_dev.column_s2_66,British servicemen detained,British servicemen detained for British servicemen,British servicemen detained detained by British warlords,British servicemen are detained in London,IR,RTE3_dev.column_s1_441,"After leaving Time-Life , Shuker joined the Public Broadcast Laboratory , forerunner of PBS , and participated in two pioneering films - ' The Chair , ' about an attorney trying to save a condemned man , and ' Free At Last , ' a 90-minute documentary about Dr. Martin Luther King Jr. that by chance was being made when King was murdered in 1968 .","After leaving Time-Life, Shuker joined the Public Broadcast Lab, the forerunner of PBS, and participated in two pioneering films -'The Chair'about an attorney who is trying to save a condemned man, and'Free At Last'a 90-minute documentary about Dr. Martin Luther King Jr., which was made in 1968 when King was murdered.",QA
RTE3_dev.column_s2_189,"White got the $ 10,000 Britannia Award .","White received the Britannia Award, $ 10,000, awarded.","White received the $ 10,000 Britannia Award.","White had the $ 10,000 Britannia Award.",IE,RTE2_dev.column_s1_664,"Radical Jordanian cleric , Abu Qatada , and nine other foreign nationals said to pose a threat to the UK 's security , have been detained , pending deportation .","Radical Jordanian cleric Abu Qatada and nine other foreign nationals who are said to pose a threat to the UK's security have been detained, until they are deported.",SUM
RTE1_dev.column_s2_127,baby elephant born,Born elephant baby born born to elephant,Born of elephant baby baby to the elephant,Born to baby elephant born an elephant,IR,RTE3_dev.column_s1_19,"In 1969 , he drew up the report proposing the expulsion from the party of the Manifesto group . In 1984 , after Berlinguer 's death , Natta was elected as party secretary .","In 1969, he drafted a report proposing the expulsion from the party of the Manifesto Group and Natta was elected party secretary after Berlinguer's death in 1984.",IE
RTE3_dev.column_s2_83,John Galyean 's wife is called Frances .,John Galyean's wife is Frances.,"Frances'wife, John Galyean, is called Frances.",Frances is married to John Galyean.,IE,RTE3_dev.column_s1_516,"The biggest newspaper in Norway , Verdens Gang , prints a letter to the editor written by Joe Harrington and myself .","The largest newspaper in Norway, Verdens Gang, copies a letter written by Joe Harrington and me.",QA
RTE2_dev.column_s2_789,Rumsfeld is leveling some harsh criticism at China during his trip .,Rumsfeld is in China for a day of harsh criticism during his trip.,Rumsfeld is making some harsh criticism of China during his trip.,Rumsfeld is targeting China with a tough criticism during his trip.,SUM,RTE3_dev.column_s1_535,"NASA 's Saturn exploration spacecraft , Cassini , has discovered an atmosphere about the moon Enceladus . This is the first such discovery by Cassini , other than Titan , of the presence of an atmosphere around a Saturn moon .","NASA's Saturn exploration spacecraft Cassini discovered an atmosphere around the moon Enceladus, the first such discovery by Cassini, other than Titan, of the presence of an atmosphere around a Saturn moon.",QA
RTE2_dev.column_s2_269,David Wells ' comments drew a quick response from the players ' union and the commissioner 's office .,David Wells'comments drew a swift response from the players'union and the office of the commissioner.,David Wells'comments drew quick response from the Players'Union and the Commissioner's office.,David Wells'comments drew a quick response from the players'union and the commissioner's office.,SUM,RTE3_dev.column_s1_213,"After years of study , the Vatican 's doctrinal congregation has sent church leaders a confidential document concluding that `` sex-change '' procedures do not change a person 's gender in the eyes of the church .","After years of study, Vatican's doctrinal congregation sent church leaders a confidential document concluding that  sex-changing procedures '' do not change a person's gender in the eyes of the church.",IR
RTE1_dev.column_s2_192,Workers strike in response to Norwegian employers ' threats .,Workers strike as a response to Norwegian employers'threats.,Workers strike to respond to Norwegian employers'threats.,Workers strike in response to Norwegian employers'threats.,RC,RTE3_dev.column_s1_330,Sida does not take any new decisions on support to projects in the Baltic states .,Sida does not take new decisions on supporting projects in the Baltic states.,IR
RTE2_dev.column_s2_253,Sunni Arabs say they 're not ready to re-join the committee drafting Iraq 's new constitution .,Sunni Arabs say they are not ready to re-join the committee drafting Iraq's new constitution.,Sunni Arabs say they're not ready to re-join the Committee drafting the new constitution in Iraq.,Sunni Arabs say they are not ready to re-join the committee preparing Iraq's new constitution.,SUM,RTE1_dev.column_s1_583,"While civilians ran for cover or fled to the countryside , Russian forces were seen edging their artillery guns closer to Grozny , and Chechen fighters were offering little resistance .","While civilians ran for cover or fled to the countryside, Russian troops edging their artillery closer to Grozny and Chechen fighters offered little resistance.",QA
RTE2_dev.column_s2_217,Justice Sandra Day O 'Connor announced her retirement .,Justice Sandra Day O'Connor announced her retirement.,Justice Sandra Day O'Connor announced her retirement today.,Sandra Day O'Connor announced her retirement from justice.,SUM,RTE2_dev.column_s1_688,"The settlement must be approved by Citigroup 's board of directors and the board of Regents of the University of California , the lead plaintiff for investors in the case .","The settlement must be approved by Citigroup's board of directors and the board of trustees of the University of California, the leading plaintiff for investors in the case.",SUM
RTE3_dev.column_s2_301,The number of billionaires increases .,The number of billionaires increase.,The number of billionaires rises.,The number of billionaires grows.,IR,RTE3_dev.column_s1_378,"The U.S. space shuttle Atlantis , its lights flashing like a beacon , smoothly docked with Russia 's space station Mir Wednesday on its mission to pick up U.S. astronaut Shannon Lucid , who has spent a record-breaking six months in orbit .","The US space shuttle Atlantis, its lights flashing like a beacon, arrived on its Wednesday docking to Russia's Mir space station to pick up U.S. astronaut Shannon Lucid, who spent a record six months in orbit.",IR
